NicolasMaduro,maduro,1.0
maduro,maduro,1.0
psuv,maduro,1.0
gpp,maduro,1.0
capriles,capriles,1.0
hcapriles,capriles,1.0
mud,capriles,1.0
hayuncamino,capriles,1.0
