bachelet,bachelet,1.0
CommandoMichelle,bachelet,1.0
bachelet,bachelet,1.0
ps,bachelet,1.0
matthei,evelyn,1.0
evelyn,evelyn,1.0
UDI,evelyn,1.0
evelynmatthei,evelyn,1.0
VoteEvelyn2014,evelyn,1.0
