horacio,cartes,1.0
cartes,cartes,1.0
Horacio_Cartes,cartes,1.0
anr,cartes,1.0
pc,cartes,0.8
efrain,alegre,1.0
alegre,alegre,1.0
EfrainAlegre,alegre,1.0
plra,alegre,1.0
