prd,obrador,1.0
lopezobrador_,obrador,1.0
AMLO,obrador,1.0
peje,obrador,1.0
lopez,obrador,0.5
enrique,nieto,0.6
nieto,nieto,0.6
pri,nieto,1.0
EPN,nieto,1.0
penanieto,nieto,1.0
